,PP_5572
set1IT078,-0.081
set1IT079,-0.878
set1IT080,-0.497
set1IT081,-0.586
set1IT082,-0.3
set1IT083,-0.097
set1IT084,0.18
set1IT085,0.218
set1IT086,0.022
set1IT087,-0.093
set5IT075,0.318
set5IT076,-0.156
set5IT081,0.033
set5IT082,0.169
set5IT083,-0.032
set5IT084,-0.309
set5IT085,-0.131
set5IT086,-0.593
set5IT087,0.076
set5IT088,-0.349
set6IT057,-0.245
set6IT059,0.335
set6IT061,0.163
set6IT064,-0.172
set6IT065,-0.027
set7IT042,0.146
set7IT044,-0.612
set7IT045,-0.17
set7IT055,0.547
set7IT056,0.373
set7IT057,0.042
set7IT062,-0.58
set8IT058,-0.028
set8IT059,0.082
set8IT060,-0.198
set8IT062,0.199
set8IT064,-0.701
set8IT070,0.807
set8IT073,0.313
set8IT080,-0.211
set8IT081,-0.195
set8IT082,0.748
set8IT084,-0.22
set8IT085,0.307
set8IT089,0.058
set8IT090,0.172
set8IT092,-0.626
set8IT093,-0.025
set8IT094,0.379
set8IT095,0.13
set8IT096,-0.545
set9IT020,-0.389
set9IT022,-0.245
set9IT025,0.037
set10IT006,-0.056
set10IT008,-0.298
set10IT010,0.026
set10IT017,-0.045
set10IT018,-0.034
set10IT019,0.082
set10IT020,-0.362
set10IT021,-0.195
set10IT022,0.028
set10IT023,-0.087
set10IT024,-0.091
set10IT025,0.397
set10IT026,-0.194
set10IT027,0.202
set10IT028,0.183
set10IT029,0.233
set10IT031,0.098
set10IT032,-0.781
set10IT033,-0.367
set10IT034,0.119
set10IT035,0.043
set10IT036,0.347
set10IT037,-0.104
set10IT043,0.618
set10IT044,0.247
set10IT053,-0.186
set12IT001,-0.53
set12IT002,-0.298
set12IT004,-0.327
set12IT007,-0.521
set12IT008,-0.295
set12IT009,0.335
set12IT014,-0.363
set12IT015,0.094
set12IT016,0.256
set12IT017,-0.374
set12IT023,-0.157
set12IT024,-0.184
set12IT025,0.026
set12IT026,-0.095
set12IT027,-0.311
set12IT028,-0.183
set12IT029,0.263
set12IT031,-0.686
set12IT032,-0.183
set12IT034,-0.589
set12IT037,0.102
set12IT038,0.052
set12IT039,0.081
set12IT044,-0.206
set12IT046,-0.117
set12IT053,0.057
set12IT054,0.05
set12IT055,0.054
set12IT056,0.224
set12IT057,0.021
set12IT058,-0.909
set12IT059,0.068
set15IT054,0.108
set15IT057,0.554
set15IT058,0.052
set15IT059,0.184
set15IT060,0.11
set15IT061,0.241
set15IT062,0.198
set15IT063,-0.072
set15IT064,0.15
set15IT065,0.203
set15IT066,0.488
set15IT067,0.284
set15IT068,0.419
set15IT071,0.504
set15IT072,0.342
set15IT073,0.523
set15IT074,0.489
set15IT075,0.687
set15IT076,0.312
set15IT077,-0.216
set15IT078,0.493
