,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.105,0.14990663761154807,2.0,0.0,0.001,1.0,-0.211,,,,
1,set1__Glucose carbon source (20mM),-0.0895,0.027577164466275346,2.0,2.0,-0.07,3.0,-0.109,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.026000000000000002,0.031112698372208092,2.0,4.0,0.048,5.0,0.004,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.1355,0.012020815280171298,2.0,6.0,-0.144,7.0,-0.127,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.073,0.045254833995939034,2.0,8.0,-0.105,9.0,-0.041,,,,
5,set5__D-Glucose carbon source,-0.066,0.035355339059327376,2.0,10.0,-0.091,11.0,-0.041,,,,
6,set5__Levulinic Acid carbon source,-0.036750000000000005,0.04508787715857408,4.0,12.0,-0.049,13.0,-0.09,14.0,0.018,15.0,-0.026
7,set5__Vanillin carbon source,-0.16599999999999998,0.008485281374238558,2.0,16.0,-0.172,17.0,-0.16,,,,
8,set5__p-Coumaric acid carbon source,-0.07400000000000001,0.060811183182043094,2.0,18.0,-0.031,19.0,-0.117,,,,
9,set6__D-Glucose carbon source,-0.048,,1.0,20.0,-0.048,,,,,,
10,set6__Ferulic Acid carbon source,0.049,,1.0,21.0,0.049,,,,,,
11,set6__benzoic acid carbon source,0.043,,1.0,22.0,0.043,,,,,,
12,set6__Valerolactam carbon source,-0.006,,1.0,23.0,-0.006,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.043,,1.0,24.0,-0.043,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.011,,1.0,25.0,-0.011,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.0315,0.05586143571373725,2.0,26.0,0.071,30.0,-0.008,,,,
16,set7__Valerolactam 10 mM carbon source,0.027,,1.0,27.0,0.027,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.117,,1.0,28.0,0.117,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.079,0.11879393923934,2.0,29.0,-0.163,31.0,0.005,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.0,,1.0,32.0,0.0,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.011,,1.0,33.0,-0.011,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.049,,1.0,34.0,-0.049,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.1155,0.02333452377915607,2.0,35.0,-0.132,47.0,-0.099,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.1295,0.10677312395916867,2.0,36.0,0.205,49.0,0.054,,,,
