,PP_3614
set1IT078,-0.177
set1IT079,-0.263
set1IT080,-0.054
set1IT081,0.187
set1IT082,0.399
set1IT083,-0.567
set1IT084,-0.405
set1IT085,-0.072
set1IT086,-0.765
set1IT087,0.099
set5IT075,0.273
set5IT076,-0.296
set5IT081,-0.368
set5IT082,0.183
set5IT083,-0.291
set5IT084,-0.506
set5IT085,0.127
set5IT086,0.183
set5IT087,-0.464
set5IT088,-0.014
set6IT057,0.199
set6IT059,0.012
set6IT061,-0.041
set6IT064,-0.308
set6IT065,0.238
set7IT042,0.708
set7IT044,0.164
set7IT045,-0.3
set7IT055,-0.058
set7IT056,-0.225
set7IT057,0.58
set7IT062,-0.111
set8IT058,-0.01
set8IT059,-0.086
set8IT060,0.504
set8IT062,0.465
set8IT064,-1.439
set8IT070,0.576
set8IT073,1.253
set8IT080,-0.359
set8IT081,0.212
set8IT082,0.071
set8IT084,0.007
set8IT085,-0.405
set8IT089,-0.179
set8IT090,-0.818
set8IT092,0.13
set8IT093,0.6
set8IT094,0.078
set8IT095,-0.216
set8IT096,-0.051
set9IT020,0.912
set9IT022,1.245
set9IT025,0.881
set10IT006,-0.379
set10IT008,0.421
set10IT010,-0.193
set10IT017,0.026
set10IT018,0.095
set10IT019,0.185
set10IT020,0.04
set10IT021,0.805
set10IT022,0.392
set10IT023,0.117
set10IT024,-0.294
set10IT025,0.153
set10IT026,0.273
set10IT027,-0.443
set10IT028,-0.791
set10IT029,-0.515
set10IT031,-0.357
set10IT032,0.234
set10IT033,-0.005
set10IT034,0.222
set10IT035,-0.054
set10IT036,0.208
set10IT037,0.07
set10IT043,0.183
set10IT044,-0.008
set10IT053,-0.236
set12IT001,0.06
set12IT002,-0.065
set12IT004,0.124
set12IT007,0.161
set12IT008,0.085
set12IT009,-0.331
set12IT014,0.17
set12IT015,0.258
set12IT016,-0.419
set12IT017,0.081
set12IT023,0.33
set12IT024,-0.024
set12IT025,-0.2
set12IT026,0.029
set12IT027,0.245
set12IT028,0.078
set12IT029,0.157
set12IT031,0.17
set12IT032,-0.048
set12IT034,0.197
set12IT037,0.298
set12IT038,0.226
set12IT039,0.245
set12IT044,0.189
set12IT046,0.122
set12IT053,-0.324
set12IT054,-0.389
set12IT055,0.02
set12IT056,0.336
set12IT057,0.566
set12IT058,0.408
set12IT059,-0.446
set15IT054,-0.133
set15IT057,0.379
set15IT058,0.148
set15IT059,0.074
set15IT060,0.681
set15IT061,0.33
set15IT062,-0.452
set15IT063,0.443
set15IT064,-0.055
set15IT065,-0.159
set15IT066,0.125
set15IT067,0.404
set15IT068,0.231
set15IT071,-0.228
set15IT072,-0.004
