,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.10099999999999999,0.15132085117392116,2.0,0.0,0.208,1.0,-0.006,,,,
1,set1__Glucose carbon source (20mM),-0.1155,0.10818733752154178,2.0,2.0,-0.039,3.0,-0.192,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.135,0.08202438661763951,2.0,4.0,0.193,5.0,0.077,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.040999999999999995,0.24324473272817232,2.0,6.0,-0.213,7.0,0.131,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.076,0.09333809511662428,2.0,8.0,-0.142,9.0,-0.01,,,,
5,set5__D-Glucose carbon source,-0.041999999999999996,0.10748023074035522,2.0,10.0,0.034,11.0,-0.118,,,,
6,set5__Levulinic Acid carbon source,-0.10575,0.05861384933045546,4.0,12.0,-0.059,13.0,-0.11,14.0,-0.187,15.0,-0.067
7,set5__Vanillin carbon source,0.04000000000000001,0.12869343417595164,2.0,16.0,0.131,17.0,-0.051,,,,
8,set5__p-Coumaric acid carbon source,-0.16599999999999998,0.015556349186104039,2.0,18.0,-0.155,19.0,-0.177,,,,
9,set6__D-Glucose carbon source,0.143,,1.0,20.0,0.143,,,,,,
10,set6__Ferulic Acid carbon source,0.073,,1.0,21.0,0.073,,,,,,
11,set6__benzoic acid carbon source,0.109,,1.0,22.0,0.109,,,,,,
12,set6__Valerolactam carbon source,-0.081,,1.0,23.0,-0.081,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.044,,1.0,24.0,-0.044,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.205,,1.0,25.0,0.205,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.024,0.07071067811865475,2.0,26.0,-0.074,30.0,0.026,,,,
16,set7__Valerolactam 10 mM carbon source,0.191,,1.0,27.0,0.191,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.116,,1.0,28.0,-0.116,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.059000000000000004,0.10323759005323595,2.0,29.0,-0.132,31.0,0.014,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.246,,1.0,32.0,0.246,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.002,,1.0,33.0,0.002,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.136,,1.0,34.0,-0.136,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.024999999999999994,0.3832518754031088,2.0,35.0,-0.246,47.0,0.296,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.0965,0.42355696193074194,2.0,36.0,-0.203,49.0,0.396,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.11,,1.0,37.0,-0.11,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.061,,1.0,38.0,0.061,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.07,,1.0,39.0,0.07,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.16,,1.0,40.0,-0.16,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.256,,1.0,41.0,-0.256,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.027,,1.0,42.0,0.027,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-0.025,,1.0,43.0,-0.025,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.129,,1.0,44.0,0.129,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,0.292,,1.0,45.0,0.292,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.136,,1.0,46.0,-0.136,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.313,,1.0,48.0,0.313,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.046,,1.0,50.0,-0.046,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.277,,1.0,51.0,-0.277,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.308,,1.0,52.0,-0.308,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,0.096,,1.0,53.0,0.096,,,,,,
39,set10__L-Arginine carbon source,-0.328,,1.0,54.0,-0.328,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,0.178,,1.0,55.0,0.178,,,,,,
41,set10__L-Histidine carbon source,0.058,,1.0,56.0,0.058,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,-0.188,,1.0,57.0,-0.188,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,-0.009,,1.0,58.0,-0.009,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,0.173,,1.0,59.0,0.173,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,-0.011,,1.0,60.0,-0.011,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,-0.186,,1.0,61.0,-0.186,,,,,,
