,PP_1582
set1IT078,0.09
set1IT079,0.043
set1IT080,-0.02
set1IT081,0.11
set1IT082,0.131
set1IT083,0.124
set1IT084,0.0
set1IT085,-0.084
set1IT086,-0.042
set1IT087,-0.028
set5IT075,0.108
set5IT076,0.011
set5IT081,-0.054
set5IT082,0.107
set5IT083,0.043
set5IT084,-0.012
set5IT085,-0.024
set5IT086,-0.042
set5IT087,-0.012
set5IT088,-0.04
set6IT057,-0.043
set6IT059,-0.089
set6IT061,-0.025
set6IT064,-0.029
set6IT065,-0.157
set7IT042,-0.306
set7IT044,-0.39
set7IT045,-0.243
set7IT055,-0.005
set7IT056,-0.102
set7IT057,-0.346
set7IT062,0.022
set8IT058,0.087
set8IT059,-0.082
set8IT060,-0.12
set8IT062,0.112
set8IT064,-0.18
set8IT070,0.01
set8IT073,-0.079
set8IT080,0.194
set8IT081,0.077
set8IT082,0.03
set8IT084,0.054
set8IT085,-0.009
set8IT089,0.175
set8IT090,0.349
set8IT092,0.087
set8IT093,-0.15
set8IT094,-0.068
set8IT095,-0.097
set8IT096,-0.05
set9IT020,-0.136
set9IT022,-0.13
set9IT025,-0.298
set10IT006,0.175
set10IT008,0.126
set10IT010,0.065
set10IT017,0.245
set10IT018,0.001
set10IT019,-0.026
set10IT020,-0.081
set10IT021,0.032
set10IT022,0.075
set10IT023,0.099
set10IT024,-0.145
set10IT025,0.022
set10IT026,0.203
set10IT027,0.201
set10IT028,0.091
set10IT029,0.147
set10IT031,0.049
set10IT032,0.045
set10IT033,0.049
set10IT034,-0.032
set10IT035,0.325
set10IT036,0.129
set10IT037,0.104
set10IT043,0.199
set10IT044,0.046
set10IT053,-0.144
set12IT001,-0.109
set12IT002,0.095
set12IT004,-0.167
set12IT007,-0.024
set12IT008,-0.012
set12IT009,-0.131
set12IT014,0.0
set12IT015,-0.027
set12IT016,-0.032
set12IT017,-0.045
set12IT023,-0.021
set12IT024,0.009
set12IT025,0.042
set12IT026,0.006
set12IT027,-0.013
set12IT028,0.02
set12IT029,0.024
set12IT031,-0.034
set12IT032,0.01
set12IT034,0.044
set12IT037,0.069
set12IT038,0.114
set12IT039,-0.078
set12IT044,-0.015
set12IT046,-0.006
set12IT053,-0.005
set12IT054,-0.089
set12IT055,0.031
set12IT056,-0.002
set12IT057,-0.042
set12IT058,0.025
set12IT059,-0.054
set15IT054,-0.152
set15IT057,-0.135
set15IT058,-0.178
set15IT059,-0.1
set15IT060,-0.267
set15IT061,-0.059
set15IT062,-0.162
set15IT063,-0.076
set15IT064,-0.187
set15IT065,-0.255
set15IT066,0.1
set15IT067,-0.194
set15IT068,-0.069
set15IT071,-0.146
set15IT072,-0.146
set15IT073,-0.157
set15IT074,-0.199
set15IT075,-0.252
set15IT076,-0.135
set15IT077,0.33
set15IT078,-0.067
set15IT079,-0.254
set15IT080,-0.037
set15IT081,-0.201
set16IT004,0.026
set16IT005,0.005
set16IT006,0.012
set16IT007,0.038
set16IT008,-0.017
set16IT009,0.074
set16IT010,-0.026
set16IT011,0.043
set16IT012,-0.004
set16IT013,0.061
set16IT014,0.098
set16IT015,0.149
set27IT004,0.043
set27IT005,0.094
set27IT006,0.137
set27IT007,0.089
set27IT008,0.019
set27IT009,0.155
set27IT010,-0.024
set27IT011,0.033
set27IT012,0.128
set27IT013,-0.001
set27IT014,0.131
set27IT015,-0.053
set27IT016,-0.002
set27IT017,0.003
set27IT018,0.127
set27IT019,0.036
set27IT020,0.051
set27IT021,0.036
set27IT024,-0.014
set27IT025,-0.208
set27IT028,0.058
set27IT029,0.052
set27IT030,0.052
set27IT031,0.089
set27IT032,0.048
set27IT033,0.022
set27IT034,0.113
set27IT035,0.107
set27IT036,-0.07
set27IT037,0.08
set27IT038,0.17
