,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),0.16048409966498062,0.7757062967561195,2.0,0.0,-0.3880230829803758,1.0,0.708991282310337,,,,
1,set1__Glucose carbon source (20mM),-0.3390685765834959,0.1166317269486097,2.0,2.0,-0.4215396616103556,3.0,-0.2565974915566362,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.8178122601493196,1.07424966093771,2.0,4.0,-1.5774214800857236,5.0,-0.0582030402129156,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-1.3144367823229481,0.927651703619693,2.0,6.0,-0.6584879721142098,7.0,-1.9703855925316864,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.43483266749471716,0.29407430260770406,2.0,8.0,0.6427746010413296,9.0,0.2268907339481048,,,,
5,set5__D-Glucose carbon source,-2.3246846754072727,0.319934926771645,2.0,10.0,-2.5509128316659244,11.0,-2.098456519148621,,,,
6,set5__Levulinic Acid carbon source,-1.34579956325383,0.5863200183593127,4.0,12.0,-1.565537722959672,13.0,-2.0753736740531115,14.0,-0.8623868207437321,15.0,-0.8799000352588042
7,set5__Vanillin carbon source,-1.3002574323958527,1.4568649694458407,2.0,16.0,-0.2700983332275665,17.0,-2.330416531564139,,,,
8,set5__p-Coumaric acid carbon source,-1.6970435000966217,0.32064483336612026,2.0,18.0,-1.4703133640710075,19.0,-1.923773636122236,,,,
9,set6__D-Glucose carbon source,-1.1586706758230625,,1.0,20.0,-1.1586706758230625,,,,,,
10,set6__Ferulic Acid carbon source,0.727299930260022,,1.0,21.0,0.727299930260022,,,,,,
11,set6__benzoic acid carbon source,-2.6030491304833934,,1.0,22.0,-2.6030491304833934,,,,,,
12,set6__Valerolactam carbon source,-0.8644406139675306,,1.0,23.0,-0.8644406139675306,,,,,,
13,set6__D-Glucuronic Acid carbon source,-1.0428355902692108,,1.0,24.0,-1.0428355902692108,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.0323426429361019,,1.0,25.0,-0.0323426429361019,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.4095025803159566,1.9633214122845706,2.0,26.0,-1.797780464591126,30.0,0.9787753039592128,,,,
16,set7__Valerolactam 10 mM carbon source,-0.8883665471033042,,1.0,27.0,-0.8883665471033042,,,,,,
17,set7__L-Lysine 10 mM carbon source,-1.1109510755754373,,1.0,28.0,-1.1109510755754373,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.01757183257559608,0.8999135184953988,2.0,29.0,-0.6187631188339459,31.0,0.653906783985138,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.7692518602644416,,1.0,32.0,0.7692518602644416,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.1053928508027216,,1.0,33.0,-0.1053928508027216,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-2.290838649294176,,1.0,34.0,-2.290838649294176,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-2.90594455857275,0.8503494219133327,2.0,35.0,-2.304656715959772,47.0,-3.5072324011857283,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-2.203945681865984,0.7551941565647385,2.0,36.0,-1.669942772646602,49.0,-2.737948591085366,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.3982471748860078,,1.0,37.0,0.3982471748860078,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-3.594992390030592,,1.0,38.0,-3.594992390030592,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.2371048340297829,,1.0,39.0,0.2371048340297829,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.0913755063927842,,1.0,40.0,0.0913755063927842,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-1.4284788172240337,,1.0,41.0,-1.4284788172240337,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-1.6370895500664375,,1.0,42.0,-1.6370895500664375,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-1.013210215910691,,1.0,43.0,-1.013210215910691,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,-0.6239912894152341,,1.0,44.0,-0.6239912894152341,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,0.5139286700284607,,1.0,45.0,0.5139286700284607,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-2.0813523305280937,,1.0,46.0,-2.0813523305280937,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-1.9336801783349853,,1.0,48.0,-1.9336801783349853,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-1.575335139710626,,1.0,50.0,-1.575335139710626,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-2.6250752276006177,,1.0,51.0,-2.6250752276006177,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.2924250723391053,,1.0,52.0,-0.2924250723391053,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,-1.331710785936316,,1.0,53.0,-1.331710785936316,,,,,,
39,set10__L-Arginine carbon source,-0.3882491817392242,,1.0,54.0,-0.3882491817392242,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,-2.715159197564797,,1.0,55.0,-2.715159197564797,,,,,,
41,set10__L-Histidine carbon source,-3.6456530266033,,1.0,56.0,-3.6456530266033,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,0.7072857833890942,,1.0,57.0,0.7072857833890942,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,0.682510022204228,,1.0,58.0,0.682510022204228,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,-0.2816685793910753,,1.0,59.0,-0.2816685793910753,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,0.4573545755879725,,1.0,60.0,0.4573545755879725,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,0.0105637777093235,,1.0,61.0,0.0105637777093235,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,0.6649283463252544,,1.0,62.0,0.6649283463252544,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,0.7999879589658598,,1.0,63.0,0.7999879589658598,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,0.679492368617781,,1.0,64.0,0.679492368617781,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,-1.0032277418696505,,1.0,65.0,-1.0032277418696505,,,,,,
51,set10__D-Glucose carbon source with 20AA_mix_minus_Ile,-0.1846562011317126,,1.0,66.0,-0.1846562011317126,,,,,,
52,set10__D-Glucose carbon source with 20AA_mix_minus_Leu,1.953395596138059,,1.0,67.0,1.953395596138059,,,,,,
53,set10__D-Glucose carbon source with 20AA_mix_minus_Lys,1.3264968956542051,,1.0,68.0,1.3264968956542051,,,,,,
54,set10__D-Glucose carbon source with 20AA_mix_minus_Met,1.4796821247774703,,1.0,69.0,1.4796821247774703,,,,,,
55,set10__D-Glucose carbon source with 20AA_mix_minus_Pro,0.611709606815035,,1.0,70.0,0.611709606815035,,,,,,
56,set10__D-Glucose carbon source with 20AA_mix_minus_Ser,-0.0252810338436393,,1.0,71.0,-0.0252810338436393,,,,,,
57,set10__D-Glucose carbon source with 20AA_mix_minus_Thr,1.7959824450107478,,1.0,72.0,1.7959824450107478,,,,,,
58,set10__D-Glucose carbon source with 20AA_mix_minus_Trp,1.513150134748491,,1.0,73.0,1.513150134748491,,,,,,
59,set10__D-Glucose carbon source with 20AA_mix_minus_Tyr,0.8028766726033647,,1.0,74.0,0.8028766726033647,,,,,,
60,set10__D-Glucose carbon source with 20AA_mix_minus_Val,0.3201795047654781,,1.0,75.0,0.3201795047654781,,,,,,
61,set10__D-Glucose carbon source with 20AA_mix,1.4290723665285772,,1.0,76.0,1.4290723665285772,,,,,,
62,set10__Sodium succinate dibasic hexahydrate carbon source,-0.6353800731124137,,1.0,77.0,-0.6353800731124137,,,,,,
63,set10__a-Ketoglutaric acid disodium salt hydrate carbon source,0.0783063505229159,,1.0,78.0,0.0783063505229159,,,,,,
64,set10__Sodium butyrate carbon source,-0.318894220727006,,1.0,79.0,-0.318894220727006,,,,,,
65,set12__Vanillin carbon source,-0.14333945916555302,0.8566394228291033,2.0,80.0,-0.7490750040797421,97.0,0.4623960857486361,,,,
66,"set12__1,2-Propanediol carbon source",-0.9257730388811438,0.23321930778354028,2.0,81.0,-0.7608620848437699,98.0,-1.0906839929185177,,,,
67,set12__Sodium propionate carbon source,-1.6458637219936052,0.8672083106643453,2.0,82.0,-2.259072599165694,99.0,-1.0326548448215165,,,,
68,set12__2-methyl-1-butanol carbon source,-0.5447421483498953,2.2637342942076053,2.0,83.0,-2.145444018588636,100.0,1.0559597218888452,,,,
69,"set12__1,5-Pentanediol carbon source",-0.8218831583369971,0.9918989211066584,2.0,84.0,-1.5232616117031357,101.0,-0.1205047049708586,,,,
70,"set12__1,4-Butanediol carbon source",-1.5166858253413897,0.12162583288386633,2.0,85.0,-1.6026882765410333,102.0,-1.430683374141746,,,,
71,set12__Vanillic Acid carbon source,-0.4439584719538438,1.9098317524512052,2.0,86.0,0.9064965111297912,103.0,-1.7944134550374788,,,,
72,set12__Protocatechuic Acid carbon source,-3.7618371449865795,0.12215237858315803,2.0,87.0,-3.675462369752362,89.0,-3.848211920220797,,,,
73,set12__4-Hydroxybenzoic Acid carbon source,-0.5156451106291773,0.33827098909620373,2.0,88.0,-0.7548388208977836,104.0,-0.276451400360571,,,,
74,set12__L-Lysine carbon source,-0.9288034103432433,0.30127940630758265,2.0,90.0,-0.7157666991112945,105.0,-1.141840121575192,,,,
75,set12__p-Coumaric acid carbon source,0.0271760229411733,0.6008972270069565,2.0,91.0,0.4520745269539844,106.0,-0.3977224810716378,,,,
76,set12__benzoic acid carbon source,-1.1676898888034544,1.2872062676384133,2.0,92.0,-0.2574976081705064,107.0,-2.0778821694364025,,,,
77,set12__Ferulic Acid carbon source,-0.4781932420615875,1.514699026683235,2.0,93.0,-1.5492471952859663,108.0,0.5928607111627914,,,,
78,set12__D-Glucose carbon source,-1.2030155050873874,0.7131320673414857,2.0,94.0,-0.6987549843886411,109.0,-1.7072760257861337,,,,
79,set12__L-Glutamic acid monopotassium salt monohydrate carbon source,-1.2994728938842757,0.5708535679588141,2.0,95.0,-0.8958184649160625,110.0,-1.7031273228524888,,,,
80,set12__Phenylacetic acid carbon source,-1.5805106842243966,1.8081437054463205,2.0,96.0,-0.301960008743532,111.0,-2.859061359705261,,,,
81,set15__Butyl stearate carbon source,-0.6037532675944643,1.4499406442806189,2.0,112.0,0.421509594294353,124.0,-1.6290161294832817,,,,
82,set15__Hexanoic acid carbon source,-1.0439168495041913,0.8416538624365029,2.0,113.0,-0.4487776959634904,125.0,-1.639056003044892,,,,
83,set15__Decanoic acid carbon source,-0.7837325399148835,0.43267106444921405,2.0,114.0,-1.0896771836101244,126.0,-0.4777878962196424,,,,
84,set15__Lauric acid carbon source,-0.7899977019536848,0.5132305630166496,2.0,115.0,-1.1529065133749474,127.0,-0.4270888905324221,,,,
85,set15__Valeric acid carbon source,-1.7303483582279813,0.25048699279808617,2.0,116.0,-1.907469409434534,128.0,-1.5532273070214286,,,,
86,set15__Octanoic acid carbon source,-1.0875048591506005,0.013386636869671903,2.0,117.0,-1.0780390774427735,129.0,-1.0969706408584272,,,,
87,set15__Nonanoic acid carbon source,-1.038267241239208,0.025001738550373277,2.0,118.0,-1.020588342368786,130.0,-1.0559461401096302,,,,
88,set15__Tween 20 carbon source,-0.6085484539533152,0.7437141119989484,2.0,119.0,-0.0826631620947273,131.0,-1.1344337458119031,,,,
89,set15__Myristic acid carbon source,-0.5391508201492924,0.22603133659497604,2.0,120.0,-0.698979111016259,132.0,-0.3793225292823258,,,,
90,set15__Sodium butyrate carbon source,-1.2863126588995961,1.1894377825660496,2.0,121.0,-2.12737218075154,133.0,-0.4452531370476522,,,,
91,set15__Oleic acid carbon source,-1.418542996733403,0.223022369212881,2.0,122.0,-1.576243626360121,134.0,-1.2608423671066848,,,,
92,set15__Heptanoic acid carbon source,-1.3649251843858758,0.9296326554227278,2.0,123.0,-0.707575629724008,135.0,-2.022274739047744,,,,
93,set16__Butanol carbon source,0.027761299994949203,0.2136663518834716,2.0,136.0,0.178846226323143,137.0,-0.1233236263332446,,,,
94,"set16__1,3-Butandiol carbon source",-2.051915633349953,0.08496413538892203,2.0,138.0,-2.1119943496411118,139.0,-1.9918369170587944,,,,
95,set16__3-methyl-3-butenol carbon source,-0.9844527605572128,0.7921666441615428,2.0,140.0,-0.4243063546407951,141.0,-1.5445991664736305,,,,
96,set16__3-methyl-1-butanol carbon source,-0.027062716187702104,0.13658905704991628,2.0,142.0,0.0695203322881699,143.0,-0.1236457646635741,,,,
97,set16__1-Pentanol carbon source,-1.6420336086129226,0.1568925278102712,2.0,144.0,-1.7529733789450643,145.0,-1.5310938382807808,,,,
98,set16__Ethanol carbon source,-0.5954848372353374,0.05673856503897146,2.0,146.0,-0.5553646131414868,147.0,-0.6356050613291881,,,,
99,set27__Ammonium chloride nitrogen source,-1.0023925283631485,0.37016288024106053,2.0,148.0,-0.7406478456011507,149.0,-1.2641372111251463,,,,
100,set27__6-aminocaproic acid nitrogen source,-1.2943031395314286,0.7127648550110732,2.0,150.0,-1.7983040019012049,151.0,-0.7903022771616525,,,,
101,set27__Urea nitrogen source,-1.1784440376121705,0.03471779502544462,2.0,152.0,-1.1538948493218342,153.0,-1.2029932259025071,,,,
102,set27__Sodium nitrite nitrogen source,-0.9399990966460725,0.3322807533132882,2.0,154.0,-0.705041122720472,155.0,-1.174957070571673,,,,
103,set27__Valerolactam nitrogen source,-0.3478364319402981,0.01465209960308092,2.0,156.0,-0.3581970309282574,157.0,-0.3374758329523389,,,,
104,set27__4-aminobutyric acid nitrogen source,-0.7690772657147982,0.13417884038031525,2.0,158.0,-0.8639560336394665,159.0,-0.67419849779013,,,,
105,set27__Sodium nitrate nitrogen source,-1.6099149502315817,0.045660344085442686,2.0,160.0,-1.6422016891657092,161.0,-1.577628211297454,,,,
106,set27__5-Aminovaleric acid nitrogen source,-1.0278447263406567,0.3984727379592464,2.0,162.0,-1.30960750146961,163.0,-0.7460819512117033,,,,
107,set27__Caprolactam nitrogen source,-0.7670306055852685,0.3046327103322082,2.0,164.0,-0.5516227503381268,165.0,-0.98243846083241,,,,
108,set27__Hydantoin nitrogen source,-1.239025039206424,0.009252110674888162,2.0,166.0,-1.2455672694049258,167.0,-1.232482809007922,,,,
109,set27__DL-2-Aminobutyric acid nitrogen source,-0.7526635355756808,0.05335008290509462,2.0,168.0,-0.7903877409747377,169.0,-0.7149393301766239,,,,
110,set27__3-aminobutyric acid nitrogen source,-0.06471513504204669,0.1860510916067619,2.0,170.0,0.0668428534802542,171.0,-0.1962731235643476,,,,
111,set27__D-Lysine nitrogen source,-1.0951208328698496,0.0005234740579546631,2.0,172.0,-1.0947506808136946,173.0,-1.0954909849260046,,,,
112,set27__D-Alanine nitrogen source,-1.2499162972567819,0.3761183431387394,2.0,174.0,-1.5158721282188332,175.0,-0.9839604662947304,,,,
113,set27__L-Arginine nitrogen source,-1.1671660786172038,0.3045771377003649,2.0,176.0,-0.951797519154887,177.0,-1.3825346380795207,,,,
