,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),-4.65070357716243,0.7228326120648391,2.0,0.0,-4.139583735508597,1.0,-5.161823418816263,,,,
1,set1__Glucose carbon source (20mM),-4.169546690186136,0.09329449418887495,2.0,2.0,-4.235515859674458,3.0,-4.103577520697813,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.7495472682623596,0.0325796644953358,2.0,4.0,-0.7265099665689251,5.0,-0.7725845699557942,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-1.7125468967389623,0.06036699852716232,2.0,6.0,-1.7552328107573971,7.0,-1.6698609827205275,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-1.2460205574873697,0.5157625972007983,2.0,8.0,-0.8813213275242995,9.0,-1.6107197874504402,,,,
5,set5__D-Glucose carbon source,-5.641889428721029,0.29663821473800217,2.0,10.0,-5.851644321921341,11.0,-5.432134535520716,,,,
6,set5__Levulinic Acid carbon source,-1.8543891360461506,0.6554057835543392,4.0,12.0,-2.744791449782571,13.0,-1.1646864495135223,14.0,-1.7505768773496766,15.0,-1.7575017675388318
7,set5__Vanillin carbon source,-0.0834140917015527,0.7526801598248696,2.0,16.0,-0.6156393367782923,17.0,0.4488111533751869,,,,
8,set5__p-Coumaric acid carbon source,-1.750882175462019,0.197684254922777,2.0,18.0,-1.8906660526517247,19.0,-1.6110982982723132,,,,
9,set6__D-Glucose carbon source,-2.8157165828801154,,1.0,20.0,-2.8157165828801154,,,,,,
10,set6__Ferulic Acid carbon source,-1.2090894831105456,,1.0,21.0,-1.2090894831105456,,,,,,
11,set6__benzoic acid carbon source,-1.3127541089298136,,1.0,22.0,-1.3127541089298136,,,,,,
12,set6__Valerolactam carbon source,-0.6378021283256875,,1.0,23.0,-0.6378021283256875,,,,,,
13,set6__D-Glucuronic Acid carbon source,-1.55310763643511,,1.0,24.0,-1.55310763643511,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-1.9995005342656336,,1.0,25.0,-1.9995005342656336,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-1.6431822530037143,0.8065599037895016,2.0,26.0,-1.0728582756009886,30.0,-2.2135062304064403,,,,
16,set7__Valerolactam 10 mM carbon source,-0.8709940671751619,,1.0,27.0,-0.8709940671751619,,,,,,
