,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),0.0946547605524796,0.44981396960853315,2.0,0.0,-0.2234117476301538,1.0,0.412721268735113,,,,
1,set1__Glucose carbon source (20mM),-0.05626456467284714,0.2592537163521973,2.0,2.0,0.1270554962076053,3.0,-0.2395846255532996,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.8719952383400926,0.8442712390081166,2.0,4.0,0.275005320076685,5.0,1.4689851566035004,,,,
3,set1__Potassium Acetate Carbon Source (20mM),2.601835694280263,0.04238497372942606,2.0,6.0,2.631806396624754,7.0,2.5718649919357723,,,,
4,set1__Potassium Acetate Carbon Source (5mM),2.316581879832685,0.14426873762009157,2.0,8.0,2.2145684771482954,9.0,2.4185952825170745,,,,
5,set5__D-Glucose carbon source,-4.870934533074463,0.035997089873691594,2.0,10.0,-4.896388319427132,11.0,-4.845480746721794,,,,
6,set5__Levulinic Acid carbon source,1.4541505363737772,0.5451018781344992,4.0,12.0,2.18239922946456,13.0,1.542923189219303,14.0,0.947101825324328,15.0,1.1441779014869178
7,set5__Vanillin carbon source,0.04410053828479945,0.017014282636092948,2.0,16.0,0.0561314529138053,17.0,0.0320696236557936,,,,
8,set5__p-Coumaric acid carbon source,-3.5374548033316855,0.01862602075278609,2.0,18.0,-3.524284217750869,19.0,-3.550625388912502,,,,
9,set6__D-Glucose carbon source,-0.6603018167563448,,1.0,20.0,-0.6603018167563448,,,,,,
10,set6__Ferulic Acid carbon source,0.0658315477891471,,1.0,21.0,0.0658315477891471,,,,,,
11,set6__benzoic acid carbon source,0.2409456441187831,,1.0,22.0,0.2409456441187831,,,,,,
12,set6__Valerolactam carbon source,-0.9752388085803908,,1.0,23.0,-0.9752388085803908,,,,,,
13,set6__D-Glucuronic Acid carbon source,-4.6558102551572045,,1.0,24.0,-4.6558102551572045,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-1.877562044357472,,1.0,25.0,-1.877562044357472,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-1.8192728123297917,0.36855139762884714,2.0,26.0,-2.079878004808929,30.0,-1.5586676198506542,,,,
16,set7__Valerolactam 10 mM carbon source,-0.6005663350986719,,1.0,27.0,-0.6005663350986719,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.1818504486859946,,1.0,28.0,0.1818504486859946,,,,,,
18,set7__D-Lysine 10 mM carbon source,-3.7140355952471302,1.3788336055365529,2.0,29.0,-4.689018187849924,31.0,-2.7390530026443365,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.5547735316693457,,1.0,32.0,0.5547735316693457,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-2.0999454336548244,,1.0,33.0,-2.0999454336548244,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-4.91800857829556,,1.0,34.0,-4.91800857829556,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-6.914141529169349,1.9494943290108244,2.0,35.0,-5.535640869241077,47.0,-8.292642189097622,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-6.2679441250846795,2.0128390298845886,2.0,36.0,-4.844651997616335,49.0,-7.691236252553024,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-6.654417920474742,,1.0,37.0,-6.654417920474742,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-7.551246825806313,,1.0,38.0,-7.551246825806313,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,-2.411404761851132,,1.0,39.0,-2.411404761851132,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-5.784987424948221,,1.0,40.0,-5.784987424948221,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-9.36108170935259,,1.0,41.0,-9.36108170935259,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-9.989381443777024,,1.0,42.0,-9.989381443777024,,,,,,
