,PP_1352
set1IT078,0.223
set1IT079,-0.128
set1IT080,0.133
set1IT081,0.416
set1IT082,0.422
set1IT083,0.447
set1IT084,0.607
set1IT085,-0.064
set1IT086,0.348
set1IT087,0.407
set5IT075,-0.367
set5IT076,0.043
set5IT081,-0.077
set5IT082,-0.072
set5IT083,-0.162
set5IT084,0.467
set5IT085,-0.154
set5IT086,0.311
set5IT087,0.107
set5IT088,-0.275
set6IT057,-0.006
set6IT059,0.255
set6IT061,-0.368
set6IT064,0.065
set6IT065,-0.202
set7IT042,-0.516
set7IT044,0.389
set7IT045,0.328
set7IT055,-0.703
set7IT056,-0.898
set7IT057,-0.421
set7IT062,0.013
set8IT058,0.26
set8IT059,0.24
set8IT060,0.222
set8IT062,-0.043
set8IT064,0.374
set8IT070,0.118
set8IT073,-0.235
set8IT080,0.213
set8IT081,0.258
set8IT082,0.081
set8IT084,0.226
set8IT085,0.193
set8IT089,0.025
set8IT090,0.257
set8IT092,-0.176
set8IT093,-0.088
set8IT094,-0.234
set8IT095,-0.868
set8IT096,-0.033
set9IT020,-0.128
set9IT022,-0.378
set9IT025,0.187
set10IT006,0.128
set10IT008,0.635
set10IT010,-0.412
set10IT017,0.058
set10IT018,-0.061
set10IT019,-0.057
set10IT020,-0.299
set10IT021,-0.297
set10IT022,0.174
set10IT023,-0.333
set10IT024,-0.473
set10IT025,-0.431
set10IT026,-0.173
set10IT027,0.101
set10IT028,-0.032
set10IT029,-0.329
set10IT031,-0.072
set10IT032,0.072
set10IT033,0.352
set10IT034,-0.24
set10IT035,-0.114
set10IT036,-0.464
set10IT037,0.306
set10IT043,0.061
set10IT044,0.265
set10IT053,0.242
set12IT001,0.011
set12IT002,0.214
set12IT004,0.354
set12IT007,-0.33
set12IT008,-0.758
set12IT009,0.414
set12IT014,0.431
set12IT015,-0.086
set12IT016,0.017
set12IT017,-0.195
set12IT023,0.143
set12IT024,0.087
set12IT025,-0.19
set12IT026,0.065
set12IT027,-0.024
set12IT028,0.169
set12IT029,0.05
set12IT031,0.01
set12IT032,0.047
set12IT034,-0.291
set12IT037,-0.42
set12IT038,0.375
set12IT039,0.266
set12IT044,0.043
set12IT046,0.121
set12IT053,0.044
set12IT054,-0.059
set12IT055,-0.24
set12IT056,0.372
set12IT057,0.261
set12IT058,-0.197
set12IT059,-0.371
set15IT054,0.565
set15IT057,-0.046
set15IT058,0.16
set15IT059,0.595
set15IT060,0.491
set15IT061,0.322
set15IT062,0.325
set15IT063,0.692
set15IT064,0.357
set15IT065,0.592
set15IT066,0.221
set15IT067,0.08
set15IT068,-0.014
set15IT071,0.187
set15IT072,0.124
set15IT073,0.355
set15IT074,0.541
set15IT075,0.091
set15IT076,0.425
set15IT077,0.133
set15IT078,0.57
set15IT079,0.647
set15IT080,0.555
set15IT081,0.286
set16IT004,-0.096
set16IT005,-0.23
set16IT006,0.223
set16IT007,0.345
set16IT008,-0.179
set16IT009,-0.03
set16IT010,0.139
set16IT011,0.056
set16IT012,0.073
set16IT013,0.379
set16IT014,-0.165
set16IT015,-0.082
set27IT004,-0.299
set27IT005,-0.659
set27IT006,-0.329
set27IT007,-0.151
set27IT008,0.498
set27IT009,0.692
set27IT010,0.251
set27IT011,0.24
set27IT012,-0.148
set27IT013,0.161
set27IT014,-0.015
set27IT015,-0.137
set27IT016,0.173
set27IT017,0.075
set27IT018,0.025
set27IT019,0.086
set27IT020,-0.995
set27IT021,0.412
set27IT024,-0.505
set27IT025,-0.32
set27IT028,0.32
set27IT029,0.363
set27IT030,0.3
set27IT031,-0.178
set27IT032,0.146
set27IT033,-0.79
set27IT034,-0.375
set27IT035,-0.297
set27IT036,0.251
set27IT037,0.25
set27IT038,-0.062
set27IT039,-0.037
set27IT040,-0.04
set27IT041,-0.039
set27IT042,0.209
set27IT043,0.317
set27IT044,0.345
set27IT045,-0.392
set27IT046,-0.019
set27IT047,-0.247
set27IT048,-0.254
set27IT049,-0.043
set27IT050,-0.274
set27IT051,0.259
set27IT052,0.008
set27IT053,-0.251
set27IT054,-0.188
set27IT055,0.067
set27IT056,0.189
set27IT057,0.041
set27IT058,0.161
set27IT059,0.07
set27IT060,0.319
set27IT061,-0.273
set27IT062,-0.19
set27IT063,-0.057
set27IT064,0.433
set27IT065,0.509
set27IT066,-0.13
set27IT067,0.437
set27IT068,-0.086
set27IT069,-0.011
set27IT070,0.193
set27IT071,0.163
set27IT072,-0.21
set27IT073,-0.01
set28IT003,-0.078
set28IT004,-0.06
set28IT005,-0.197
set28IT006,-0.024
set28IT007,-0.516
set28IT008,-0.289
set28IT009,-0.271
set28IT010,-0.196
set28IT013,0.233
set28IT014,-0.325
set28IT017,-0.157
set28IT018,-0.931
set28IT021,0.027
set28IT022,-0.114
set28IT023,-0.233
set28IT024,-0.013
set28IT027,-0.41
set28IT028,-0.208
set28IT029,-0.379
set28IT030,-0.08
set28IT031,-0.017
set28IT032,-0.161
set28IT035,-0.017
set28IT036,-0.014
set28IT037,0.107
set28IT038,-0.381
set28IT039,-0.381
set28IT040,0.409
set28IT041,0.178
set28IT042,-0.239
set28IT045,-0.132
set28IT046,-0.144
set29IT004,0.403
set29IT005,0.189
set29IT006,0.083
set29IT007,0.076
set29IT014,-0.008
set29IT015,0.621
set29IT057,0.442
set29IT058,-0.029
set100IT008,0.53
set100IT009,0.324
set100IT010,0.031
set100IT011,0.371
set100IT012,0.301
set100IT013,0.196
set100IT014,0.175
set100IT015,0.643
set100IT016,0.0
set100IT017,0.33
set100IT018,0.42
set100IT019,-0.048
set100IT020,0.351
set100IT021,0.142
set100IT022,0.083
set100IT023,0.197
set100IT024,0.23
set100IT025,-0.009
set100IT026,0.21
set100IT027,-0.049
set100IT028,0.431
set100IT029,0.07
set100IT030,0.219
set100IT031,-0.044
set100IT032,-0.018
set100IT033,0.651
set100IT034,-0.15
set100IT035,0.433
set100IT036,0.207
set100IT037,-0.032
set100IT038,0.395
set100IT039,0.118
set100IT040,-0.126
set100IT041,0.382
set100IT042,-0.07
set100IT043,-0.224
set100IT044,0.666
set100IT045,0.856
set100IT046,0.191
set101IT007,-0.11
set101IT008,0.063
set101IT009,0.105
set101IT013,-0.388
set101IT014,0.133
set101IT015,0.148
set101IT016,-0.416
set101IT017,-0.318
set101IT018,-0.064
set101IT019,-0.262
set101IT020,-0.498
set101IT021,0.377
set101IT022,-0.057
set101IT023,0.342
set101IT024,-0.122
set101IT025,-0.323
set101IT026,0.083
set101IT027,0.335
set101IT028,0.006
set101IT029,0.28
set101IT030,0.235
set101IT031,-0.532
set101IT032,0.085
set101IT033,0.287
set101IT034,-0.3
set101IT035,0.1
set101IT036,0.042
set101IT037,-0.437
set101IT038,0.374
set101IT039,0.048
set101IT040,-0.066
set101IT041,0.07
set101IT042,-0.055
set101IT043,-0.231
set101IT044,-0.051
set101IT045,-0.2
set101IT046,-0.214
set101IT047,0.433
set101IT048,0.168
