,PP_3422
set1IT078,0.021
set1IT079,0.071
set1IT080,-0.014
set1IT081,0.013
set1IT082,-0.021
set1IT083,0.113
set1IT084,0.078
set1IT085,-0.039
set1IT086,-0.089
set1IT087,-0.187
set5IT075,0.051
set5IT076,-0.047
set5IT081,-0.049
set5IT082,-0.057
set5IT083,-0.072
set5IT084,0.102
set5IT085,0.101
set5IT086,-0.025
set5IT087,-0.026
set5IT088,-0.007
set6IT057,0.08
set6IT059,0.139
set6IT061,0.052
set6IT064,0.155
set6IT065,0.118
set7IT042,0.182
set7IT044,0.047
set7IT045,0.058
set7IT055,-0.102
set7IT056,0.156
set7IT057,0.013
set7IT062,-0.172
set8IT058,0.136
set8IT059,0.062
set8IT060,-0.077
set8IT062,-0.176
set8IT064,0.092
set8IT070,-0.02
set8IT073,-0.305
set8IT080,0.051
set8IT081,0.021
set8IT082,-0.139
set8IT084,-0.13
set8IT085,-0.088
set8IT089,-0.024
set8IT090,-0.035
set8IT092,-0.081
set8IT093,-0.117
set8IT094,0.006
set8IT095,-0.13
set8IT096,-0.267
set9IT020,-0.171
set9IT022,-0.002
set9IT025,-0.04
set10IT006,0.064
set10IT008,-0.015
set10IT010,0.016
set10IT017,0.051
set10IT018,0.046
set10IT019,-0.091
set10IT020,-0.187
set10IT021,0.039
set10IT022,0.025
set10IT023,0.107
set10IT024,-0.065
set10IT025,0.063
set10IT026,0.017
set10IT027,-0.015
set10IT028,0.078
set10IT029,0.101
set10IT031,0.093
set10IT032,0.066
set10IT033,-0.063
set10IT034,-0.004
set10IT035,-0.048
set10IT036,-0.049
set10IT037,0.035
set10IT043,0.154
set10IT044,0.244
set10IT053,0.064
set12IT001,-0.062
set12IT002,0.166
set12IT004,-0.06
set12IT007,0.166
set12IT008,-0.04
set12IT009,-0.06
set12IT014,-0.071
set12IT015,0.23
set12IT016,-0.016
set12IT017,-0.04
set12IT023,0.08
set12IT024,-0.063
set12IT025,-0.163
set12IT026,-0.071
set12IT027,0.13
set12IT028,-0.045
set12IT029,-0.179
set12IT031,-0.003
set12IT032,0.076
set12IT034,-0.092
set12IT037,-0.098
set12IT038,0.024
set12IT039,-0.013
set12IT044,0.004
set12IT046,-0.109
set12IT053,0.059
set12IT054,0.142
set12IT055,-0.109
set12IT056,0.113
set12IT057,0.067
set12IT058,0.061
set12IT059,0.078
set15IT054,0.013
set15IT057,0.096
set15IT058,0.033
set15IT059,0.04
set15IT060,0.055
set15IT061,-0.175
set15IT062,0.105
set15IT063,-0.168
set15IT064,0.124
set15IT065,0.03
set15IT066,0.021
set15IT067,-0.063
set15IT068,0.017
set15IT071,0.221
set15IT072,0.005
set15IT073,0.026
set15IT074,0.117
set15IT075,0.098
set15IT076,-0.002
set15IT077,-0.024
set15IT078,0.114
set15IT079,0.084
set15IT080,-0.047
set15IT081,0.027
set16IT004,-0.159
set16IT005,-0.127
set16IT006,-0.092
set16IT007,-0.02
set16IT008,-0.165
set16IT009,-0.17
set16IT010,-0.126
set16IT011,-0.242
set16IT012,-0.056
set16IT013,-0.179
set16IT014,-0.09
set16IT015,-0.062
set27IT004,-0.012
set27IT005,-0.089
set27IT006,0.109
set27IT007,-0.092
set27IT008,-0.071
set27IT009,-0.053
set27IT010,-0.027
set27IT011,-0.006
set27IT012,-0.061
set27IT013,-0.111
set27IT014,0.017
set27IT015,-0.017
set27IT016,-0.107
set27IT017,-0.159
set27IT018,-0.077
set27IT019,-0.05
set27IT020,-0.066
set27IT021,-0.049
set27IT024,-0.008
set27IT025,0.092
set27IT028,0.035
set27IT029,-0.099
set27IT030,0.004
set27IT031,-0.072
set27IT032,-0.006
set27IT033,-0.055
set27IT034,-0.102
set27IT035,-0.061
set27IT036,-0.008
set27IT037,-0.042
set27IT038,-0.054
set27IT039,-0.104
set27IT040,-0.021
set27IT041,-0.09
set27IT042,-0.068
set27IT043,-0.189
set27IT044,0.038
set27IT045,0.003
set27IT046,-0.102
set27IT047,-0.095
set27IT048,-0.133
set27IT049,0.044
set27IT050,0.012
set27IT051,-0.074
set27IT052,-0.033
set27IT053,0.077
set27IT054,-0.042
set27IT055,-0.06
set27IT056,-0.145
set27IT057,0.048
set27IT058,-0.108
set27IT059,-0.043
set27IT060,-0.112
set27IT061,-0.042
set27IT062,0.091
set27IT063,0.065
set27IT064,-0.073
set27IT065,-0.052
set27IT066,-0.065
set27IT067,-0.032
set27IT068,-0.083
set27IT069,-0.162
set27IT070,-0.094
set27IT071,0.017
set27IT072,-0.034
set27IT073,0.062
set28IT003,0.109
set28IT004,0.027
set28IT005,0.039
set28IT006,-0.043
set28IT007,0.046
set28IT008,0.118
set28IT009,-0.006
set28IT010,-0.078
set28IT013,0.005
set28IT014,-0.035
set28IT017,-0.17
set28IT018,0.1
set28IT021,0.029
set28IT022,-0.038
set28IT023,-0.005
set28IT024,-0.093
set28IT027,0.077
set28IT028,0.073
set28IT029,-0.075
set28IT030,0.101
set28IT031,-0.049
set28IT032,0.071
set28IT035,0.043
set28IT036,-0.104
set28IT037,0.069
set28IT038,0.044
set28IT039,0.104
set28IT040,0.012
set28IT041,0.037
set28IT042,0.004
set28IT045,-0.063
set28IT046,-0.117
set29IT004,0.17
set29IT005,-0.021
set29IT006,-0.049
set29IT007,-0.003
set29IT014,0.095
set29IT015,0.157
set29IT057,0.293
set29IT058,-0.094
set100IT008,0.045
set100IT009,0.064
set100IT010,0.036
set100IT011,-0.053
set100IT012,0.05
set100IT013,-0.052
set100IT014,-0.077
set100IT015,0.073
set100IT016,-0.069
set100IT017,0.051
set100IT018,0.156
set100IT019,0.031
set100IT020,0.063
set100IT021,0.036
set100IT022,-0.038
set100IT023,-0.104
set100IT024,-0.102
set100IT025,-0.018
set100IT026,-0.014
set100IT027,0.001
set100IT028,-0.05
set100IT029,-0.022
set100IT030,0.05
set100IT031,-0.03
set100IT032,0.076
set100IT033,0.025
set100IT034,-0.055
set100IT035,-0.109
set100IT036,0.036
set100IT037,0.012
set100IT038,0.11
set100IT039,0.027
set100IT040,0.313
set100IT041,0.028
set100IT042,0.085
set100IT043,0.039
set100IT044,-0.001
set100IT045,0.03
set100IT046,0.046
set101IT007,0.058
set101IT008,0.114
set101IT009,-0.161
set101IT013,0.228
set101IT014,-0.036
set101IT015,-0.146
set101IT016,0.021
set101IT017,0.013
set101IT018,-0.085
set101IT019,0.27
set101IT020,0.167
set101IT021,-0.191
set101IT022,0.057
set101IT023,-0.05
set101IT024,-0.001
set101IT025,0.011
set101IT026,0.087
set101IT027,0.025
set101IT028,0.05
set101IT029,-0.016
set101IT030,-0.12
set101IT031,-0.037
set101IT032,-0.023
set101IT033,-0.13
set101IT034,0.032
set101IT035,-0.065
set101IT036,-0.1
set101IT037,0.093
set101IT038,0.031
set101IT039,-0.152
set101IT040,0.147
set101IT041,-0.051
set101IT042,-0.12
set101IT043,0.053
set101IT044,0.14
set101IT045,-0.146
set101IT046,0.086
set101IT047,0.016
set101IT048,-0.078
