,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),-5.300442638375367,1.0868416476425014,2.0,0.0,-4.5319295392513945,1.0,-6.068955737499341,,,,
1,set1__Glucose carbon source (20mM),-5.479981883028714,0.9015723707293449,2.0,2.0,-4.842473945955562,3.0,-6.1174898201018655,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-5.423859515259942,1.1782948863426896,2.0,4.0,-6.25703981963029,5.0,-4.5906792108895935,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-5.88883295089421,0.3814026613900081,2.0,6.0,-5.6191405426627385,7.0,-6.158525359125681,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-3.617184907950695,0.48484954396597324,2.0,8.0,-3.2743445075571502,9.0,-3.96002530834424,,,,
5,set5__D-Glucose carbon source,-6.158973702717127,0.971890324166899,2.0,10.0,-6.8462039415051335,11.0,-5.471743463929121,,,,
6,set5__Levulinic Acid carbon source,-4.966543012463601,0.8828580905595727,4.0,12.0,-5.121706523255441,13.0,-3.882910315210215,14.0,-4.8353986627272505,15.0,-6.0261565486615
7,set5__Vanillin carbon source,-5.223008602866248,0.29100204798250584,2.0,16.0,-5.428778124333851,17.0,-5.017239081398645,,,,
8,set5__p-Coumaric acid carbon source,-6.287323395248558,1.4812132505097908,2.0,18.0,-7.3346993290674,19.0,-5.239947461429717,,,,
9,set6__D-Glucose carbon source,-2.514261939913576,,1.0,20.0,-2.514261939913576,,,,,,
10,set6__Ferulic Acid carbon source,-3.309330595038832,,1.0,21.0,-3.309330595038832,,,,,,
11,set6__benzoic acid carbon source,-2.4124396083664057,,1.0,22.0,-2.4124396083664057,,,,,,
12,set6__Valerolactam carbon source,-1.7996409394314548,,1.0,23.0,-1.7996409394314548,,,,,,
13,set6__D-Glucuronic Acid carbon source,-3.977652854363939,,1.0,24.0,-3.977652854363939,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-5.472571533632885,,1.0,25.0,-5.472571533632885,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-4.483838895474288,0.36537870689777474,2.0,26.0,-4.2254771341257,30.0,-4.7422006568228765,,,,
16,set7__Valerolactam 10 mM carbon source,-5.889075389378041,,1.0,27.0,-5.889075389378041,,,,,,
17,set7__L-Lysine 10 mM carbon source,-4.964005841089016,,1.0,28.0,-4.964005841089016,,,,,,
18,set7__D-Lysine 10 mM carbon source,-5.7683523381248545,0.7304914429565695,2.0,29.0,-6.284887791038191,31.0,-5.251816885211518,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.8788785256995246,,1.0,32.0,-0.8788785256995246,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-3.839956899131062,,1.0,33.0,-3.839956899131062,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-3.610783502341091,,1.0,34.0,-3.610783502341091,,,,,,
