,66
set1IT078,-4.5319295392513945
set1IT079,-6.068955737499341
set1IT080,-4.842473945955562
set1IT081,-6.1174898201018655
set1IT082,-6.25703981963029
set1IT083,-4.5906792108895935
set1IT084,-5.6191405426627385
set1IT085,-6.158525359125681
set1IT086,-3.2743445075571502
set1IT087,-3.96002530834424
set5IT075,-6.8462039415051335
set5IT076,-5.471743463929121
set5IT081,-5.121706523255441
set5IT082,-3.882910315210215
set5IT083,-4.8353986627272505
set5IT084,-6.0261565486615
set5IT085,-5.428778124333851
set5IT086,-5.017239081398645
set5IT087,-7.3346993290674
set5IT088,-5.239947461429717
set6IT057,-2.514261939913576
set6IT059,-3.309330595038832
set6IT061,-2.4124396083664057
set6IT064,-1.7996409394314548
set6IT065,-3.977652854363939
set7IT042,-5.472571533632885
set7IT044,-4.2254771341257
set7IT045,-5.889075389378041
set7IT055,-4.964005841089016
set7IT056,-6.284887791038191
set7IT057,-4.7422006568228765
set7IT062,-5.251816885211518
set8IT058,-0.8788785256995246
set8IT059,-3.839956899131062
set8IT060,-3.610783502341091
set8IT062,-3.996961119493736
set8IT064,-2.127057052153596
set8IT070,-2.6820912179288263
set8IT073,-2.9325156652801923
set8IT080,-1.7337618800214671
set8IT081,-3.491321464037518
set8IT082,-3.1201882787346147
set8IT084,-3.5607577098035903
set8IT085,-3.854034040726132
set8IT089,-2.37701066501741
set8IT090,-3.92038196378743
set8IT092,-3.705903254205444
set8IT093,-3.0345374402853067
set8IT094,-3.912958309377683
set8IT095,-3.222237823667491
set8IT096,-3.8438016062354463
set9IT020,1.3761634335653583
set9IT022,1.001020135565958
set9IT025,2.8421088066047
set10IT006,-5.271070280017977
set10IT008,-2.772568799915342
set10IT010,-6.406987955222962
set10IT017,0.2281875233526864
set10IT018,-0.903545609058749
set10IT019,-0.3227114844978034
set10IT020,-0.0704950981354829
set10IT021,0.6438052513170929
set10IT022,0.0564157923343517
set10IT023,-0.1868365232390305
set10IT024,-0.1660798469351196
set10IT025,0.1911281930117785
set10IT026,-1.0123317193241097
set10IT027,0.421871425939428
set10IT028,-0.6634889614895321
set10IT029,-0.2358481115985196
set10IT031,-0.4265322313935313
set10IT032,0.0896025256214931
set10IT033,0.765821938151679
set10IT034,-0.3428388548485938
set10IT035,-0.5282836049419635
set10IT036,-5.8614521281185805
set10IT037,-0.3554080302370369
set10IT043,-4.439298468722996
set10IT044,-2.8878014089153954
set10IT053,-5.140628416137093
set12IT001,-7.497772835611041
set12IT002,-6.012749063387952
set12IT004,-7.324276195386104
set12IT007,-5.625197837384961
set12IT008,-7.2202396810220195
set12IT009,-6.978204743465004
set12IT014,-7.135297553636953
set12IT015,-6.021959584747861
set12IT016,-7.051525539291338
set12IT017,-6.043448120902386
set12IT023,-7.757800736618999
set12IT024,-6.823368989131375
set12IT025,-6.103973201236295
set12IT026,-7.840010503960096
set12IT027,-7.712623933532786
set12IT028,-8.149089513331768
set12IT029,-7.979646320479577
set12IT031,-8.16155028469722
set12IT032,-7.275865704176137
set12IT034,-5.997603020370408
set12IT037,-7.037970402848661
set12IT038,-6.116648333234643
set12IT039,-7.430993649646632
set12IT044,-7.26925566147496
set12IT046,-8.661155391043856
set12IT053,-7.386298981429167
set12IT054,-6.069587252139054
set12IT055,-7.416009676468218
set12IT056,-8.15979239900574
set12IT057,-6.35791144414281
set12IT058,-8.26009907978114
set12IT059,-8.31059416309781
set15IT054,-2.9712080103788376
set15IT057,-5.405762281405057
set15IT058,-4.667194503431805
set15IT059,-5.337201887177736
set15IT060,-6.027776961860379
set15IT061,-7.223051858142136
set15IT062,-6.599041317934812
set15IT063,-4.114911844949801
set15IT064,-5.011643398451672
set15IT065,-5.542429087267794
set15IT066,-6.834017713240136
set15IT067,-5.384971769870504
set15IT068,-5.55336447763598
set15IT071,-3.7800101118468543
set15IT072,-5.569658636939416
set15IT073,-6.814792362795669
set15IT074,-4.937399124878414
set15IT075,-4.595262189545099
set15IT076,-5.323525375451997
set15IT077,-2.4117324227784547
set15IT078,-5.458821186861895
set15IT079,-4.325624972903309
set15IT080,-4.987248821979708
set15IT081,-6.147768537547962
set16IT004,-5.958948334050947
set16IT005,-5.599974923853455
set16IT006,-8.067053693557307
set16IT007,-4.5333303147075386
set16IT008,-5.163158969450676
set16IT009,-4.858852110970146
set16IT010,-4.735635618674584
set16IT011,-6.572369379920016
set16IT012,-5.497916839898164
set16IT013,-5.237276492505662
set16IT014,-4.560090044784996
set16IT015,-4.868625215148855
set27IT004,-7.542191957134634
set27IT005,-6.909514705896461
set27IT006,-1.7926017187458558
set27IT007,-1.5327461028300329
set27IT008,-6.273443842703657
set27IT009,-7.958770403119732
set27IT010,-6.883139172601219
set27IT011,-5.876715699713114
set27IT012,-6.211983637241989
set27IT013,-5.973199189228529
set27IT014,-6.234941131094956
set27IT015,-5.244258608794338
set27IT016,-5.672082467489584
set27IT017,-5.432610814171881
set27IT018,-6.866546562535433
set27IT019,-5.858168226582749
set27IT020,-4.436087459629415
set27IT021,-4.163265900085689
set27IT024,-1.648209482610674
set27IT025,-0.8750769885132184
set27IT028,-5.931562859038695
set27IT029,-5.765371082130842
set27IT030,-4.089918456673414
set27IT031,-5.190462282529207
set27IT032,-7.931335174705111
set27IT033,-7.188761790220119
set27IT034,-6.777772328801417
set27IT035,-7.060867188061475
set27IT036,-7.710799867531668
set27IT037,-6.062667812853094
set27IT038,-5.018770471987653
set27IT039,-4.606463940312871
set27IT040,-7.810629581243056
set27IT041,-6.765732634532502
set27IT042,-6.862676057426928
set27IT043,-6.477386913702529
set27IT044,-6.19600525428483
set27IT045,-5.487978892869512
set27IT046,-5.985916056333358
set27IT047,-5.344528181043751
set27IT048,-1.1177575765559864
set27IT049,-0.6275303431908746
set27IT050,-7.362789629033237
set27IT051,-6.055401723620902
set27IT052,-6.129973693048511
set27IT053,-6.750239993180145
set27IT054,-7.106217293801439
set27IT055,-6.82713101950379
set27IT056,-7.32281260751369
set27IT057,-6.325904719410036
set27IT058,-2.778230703149388
set27IT059,-2.7264621877626776
set27IT060,-0.0490399853928683
set27IT061,-0.0420534543397719
set27IT062,-7.227891791048521
set27IT063,-6.2426483458864
set27IT064,-2.5192383579989186
set27IT065,-2.7089102137355274
set27IT066,-5.240333385626385
set27IT067,-4.579032805633855
set27IT068,-3.717010810303774
set27IT069,-2.446561309949316
