,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),-0.24930259261352541,0.31252556718771524,2.0,0.0,-0.02831364476092,1.0,-0.4702915404661308,,,,
1,set1__Glucose carbon source (20mM),-0.7475621769823683,0.22945537683604172,2.0,2.0,-0.909811629922848,3.0,-0.5853127240418885,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-1.8281396493346813,0.546166829541798,2.0,4.0,-2.214337918162844,5.0,-1.4419413805065189,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-1.9707847593122465,0.217976736444098,2.0,6.0,-1.816651930831712,7.0,-2.124917587792781,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-1.1560185337777247,0.021357964241799223,2.0,8.0,-1.1711208951254408,9.0,-1.1409161724300088,,,,
5,set5__D-Glucose carbon source,0.3734716632826459,0.11723991830701122,2.0,10.0,0.2905705220220014,11.0,0.4563728045432904,,,,
6,set5__Levulinic Acid carbon source,-0.5811366691110056,0.49443456188532225,4.0,12.0,-1.1729562903972774,13.0,-0.6084844177123655,14.0,-0.5803523757634319,15.0,0.0372464074290524
7,set5__Vanillin carbon source,0.0116778268610921,0.07484737138884744,2.0,16.0,0.0646029107241341,17.0,-0.0412472570019499,,,,
8,set5__p-Coumaric acid carbon source,-0.5211291104124416,0.4252236404277006,2.0,18.0,-0.2204505907451843,19.0,-0.8218076300796988,,,,
9,set6__D-Glucose carbon source,0.1183819216600414,,1.0,20.0,0.1183819216600414,,,,,,
10,set6__Ferulic Acid carbon source,-1.415213929394847,,1.0,21.0,-1.415213929394847,,,,,,
11,set6__benzoic acid carbon source,-1.7225777336140842,,1.0,22.0,-1.7225777336140842,,,,,,
12,set6__Valerolactam carbon source,-0.0112622991722008,,1.0,23.0,-0.0112622991722008,,,,,,
13,set6__D-Glucuronic Acid carbon source,-2.7390441942287334,,1.0,24.0,-2.7390441942287334,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-1.8620911637853923,,1.0,25.0,-1.8620911637853923,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-1.181158578568361,0.3013751560439884,2.0,26.0,-0.9680541620485028,30.0,-1.394262995088219,,,,
16,set7__Valerolactam 10 mM carbon source,-1.181380467774478,,1.0,27.0,-1.181380467774478,,,,,,
17,set7__L-Lysine 10 mM carbon source,-4.742979535405914,,1.0,28.0,-4.742979535405914,,,,,,
18,set7__D-Lysine 10 mM carbon source,-1.2921124431374027,1.1435266385631397,2.0,29.0,-0.4835170025419484,31.0,-2.100707883732857,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.4639876198660085,,1.0,32.0,-0.4639876198660085,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-1.548297302628683,,1.0,33.0,-1.548297302628683,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.3523686673086902,,1.0,34.0,0.3523686673086902,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,1.010483163875492,0.39899019197641333,2.0,35.0,1.2926118342489363,47.0,0.7283544935020477,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.052161884381968796,0.3368215604158423,2.0,36.0,-0.2903306938018453,49.0,0.1860069250379077,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.4408453957508281,,1.0,37.0,-0.4408453957508281,,,,,,
